tt0003362,The Sea Wolf,Drama,0
tt0003363,The Seed of the Fathers,"Drama,War",0
tt0003365,Shadows of the Moulin Rouge,Drama,0
tt0003366,The Shame of the Empire State,Drama,0
tt0003367,The Shattered Vase,Drama,0
tt0003376,Silvia Silombra,\N,0
tt0003378,A Sister to Carmen,Drama,0
tt0003379,Sixty Years a Queen,Biography,0
tt0003386,Sodoms Ende,\N,0
tt0003387,The Sparrow,\N,0
tt0003390,Ein Sommernachtstraum in unserer Zeit,\N,0
tt0003394,Den sorte familie,\N,0
tt0003404,The Star of India,Drama,0
tt0003406,Statistinnen des Lebens,\N,0
tt0003414,The Stranglers of Paris,"Crime,Drama",0
tt0003419,The Student of Prague,"Drama,Fantasy,Horror",0
tt0003423,Die Sumpfblume,\N,0
tt0003431,Die Tango-Königin,\N,0
tt0003438,Ten Nights in a Barroom,Drama,0
tt0003441,The Terrible Vengeance,\N,0
tt0003442,Tess of the D'Urbervilles,"Drama,Romance",0
tt0003449,The Third Degree,Drama,0
tt0003456,Through Fire and Air,\N,0
tt0003464,The Tonopah Stampede for Gold,Western,0
tt0003465,Tonto de la huerta,\N,0
tt0003469,Tortures Within Prison Walls,Drama,0
tt0003470,A Tourada dos Casimiros,Documentary,0
tt0003471,Traffic in Souls,"Crime,Drama",0
tt0003472,Trampa y cartón,\N,0
tt0003489,The Last Days of Pompeii,"Adventure,Drama",0
tt0003493,Ungarische Rhapsodie,\N,0
tt0003502,A Venetian Night,\N,0
tt0003504,Der Verführte,\N,0
tt0003506,The Vicar of Wakefield,Drama,0
tt0003507,The Vicar of Wakefield,Drama,0
tt0003508,Victory,War,0
tt0003510,Volunteer Organist,Drama,0
tt0003511,The Vortex of Fate,\N,0
tt0003540,When the Earth Trembled,\N,0
tt0003545,Who Will Marry Mary?,"Action,Adventure",0
tt0003561,With General Pancho Villa in Mexico,\N,0
tt0003565,Where Is Coletti?,Crime,0
tt0003584,"The $5,000,000 Counterfeiting Plot","Crime,Thriller",0
tt0003587,'Round the World in 80 Days,Adventure,0
tt0003589,0-18 or A Message from the Sky,"Crime,Drama",0
tt0003590,A 300 éves ember,\N,0
tt0003591,Absinthe,Drama,0
tt0003593,Across America by Motor Car,Documentary,0
tt0003595,Across the Pacific,"Adventure,Drama,Romance",0
tt0003596,The Active Life of Dolly of the Dailies,Drama,0
tt0003597,Adoptivkind,\N,0
tt0003598,The Adventures of Andy Clark,"Adventure,Comedy",0
tt0003599,The Adventures of Buffalo Bill,"Documentary,Western",0
tt0003600,The Adventures of Kitty Cobb,Adventure,0
tt0003602,The Adventures of a Diplomatic Freelance,\N,0
tt0003605,After the Ball,Drama,0
tt0003606,Aftermath,Drama,0
tt0003608,El alcalde de Zalamea,\N,0
tt0003609,Alexandra,\N,0
tt0003610,Alexia o La niña del misterio,\N,0
tt0003613,Alone in New York,"Crime,Drama",0
tt0003617,America,Adventure,0
tt0003618,An American Citizen,"Comedy,Romance",0
tt0003619,Amigas siempre,\N,0
tt0003622,Love of Perdition,Drama,0
tt0003623,Amor de pescadora,\N,0
tt0003625,Anna Karenina,Drama,0
tt0003629,Apuntes de la fiesta de la flor,Documentary,0
tt0003630,Golddigger,\N,0
tt0003631,Aristocracy,Drama,0
tt0003632,Arme Eva,Drama,0
tt0003634,As Ye Sow,Drama,0
tt0003637,Assunta Spina,Drama,0
tt0003639,At the Cross Roads,Drama,0
tt0003643,The Avenging Conscience: or 'Thou Shalt Not Kill',"Crime,Drama,Horror",0
tt0003651,Badehotellet,Drama,0
tt0003654,Bandits of the Border Mine,Drama,0
tt0003655,The Banker's Daughter,Drama,0
tt0003657,The Bargain,Western,0
tt0003658,Barnyard Flirtations,Comedy,0
tt0003663,Battle of Gettysgoat,Comedy,0
tt0003664,The Battle of Love,Drama,0
tt0003665,The Battle of the Sexes,Drama,0
tt0003668,Beating Back,"Adventure,Biography,Western",0
tt0003669,A becsapott újságíró,\N,0
tt0003670,Behind the Scenes,Drama,0
tt0003672,La Belle Russe,Drama,0
tt0003675,The Beloved Adventurer,Adventure,0
tt0003676,Beneath the Czar,Drama,0
tt0003677,The Better Man,Drama,0
tt0003685,Det blaa vidunder,Comedy,0
tt0003686,The Boer War,Drama,0
tt0003688,The Book of Nature,Documentary,0
tt0003689,Born Again,Drama,0
tt0003692,The Boundary Rider,Adventure,0
tt0003693,A Boy and the Law,Drama,0
